Index,description,milePost,publicVideoURL,lat,lon,routePrefix,routeSuffix,routeNumber,cameraCategories,cctvIp,commMode,opStatus,name,id,lastCachedDataUpdateTime
531,US 301 HWN BRIDGE G18,0.0,https://chart.maryland.gov/Video/GetVideo/49017e8f006000230063d336c4235c0a,38.35889,-77.01893,US,,301,['Southern MD'],strmr3.sha.maryland.gov,ONLINE,OK,US 301 HWN BRIDGE G18 C-320,49017e8f006000230063d336c4235c0a,1729719295987
532,Ashton Rd (MD 108) at New Hampshire Ave (MD 650)(CAM 147),13.5,https://chart.maryland.gov/Video/GetVideo/27014de201200075004d823633235daa,39.14924,-77.01252,MD,,650,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Ashton Rd (MD 108) at New Hampshire Ave (MD 650),27014de201200075004d823633235daa,1729719295987
533,I-370 / Shady Grove Metro & Shady Grove Rd (CAM 61),0.0,https://chart.maryland.gov/Video/GetVideo/e900b1fe02610075004d823633235daa,39.130154,-77.1626,,,0,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-370 / Shady Grove Metro & Shady Grove Rd,e900b1fe02610075004d823633235daa,1729719295987
534,I-70 at Mile Marker 5,5.0,https://chart.maryland.gov/Video/GetVideo/1501f440007600b8005dd336c4235c0a,39.68799,-78.11915,IS,,70,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,I-70 AT MM 5 (621008),1501f440007600b8005dd336c4235c0a,1729719295987
535,I-270 AT Father Hurley Blvd (CAM 134),15.77,https://chart.maryland.gov/Video/GetVideo/47010d4f01130075004d823633235daa,39.197594,-77.26338,IS,,270,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-270 at Father Hurley Blvd,47010d4f01130075004d823633235daa,1729719295987
536,New Hampshire Ave (MD 650) & Randolph Rd (CAM 51),7.53,https://chart.maryland.gov/Video/GetVideo/5e0089a0025c0075004d823633235daa,39.07556,-77.002205,MD,,650,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,New Hampshire Ave (MD 650) & Randolph Rd,5e0089a0025c0075004d823633235daa,1729719295987
537,I-95 S of Exit 77A MD 24 (C019) MM 76.3,90.86,https://chart.maryland.gov/Video/GetVideo/aa00c7da00e70039004606363d235daa,39.45473,-76.3138,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,C019,aa00c7da00e70039004606363d235daa,1729719295987
538,I-895 at Potee Street (C048) MM 6.7,6.63,https://chart.maryland.gov/Video/GetVideo/fa011d4100680049004806363d235daa,39.23916,-76.6148,IS,,895,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-895 AT POTEE STREET (C-048),fa011d4100680049004806363d235daa,1729719295987
539,I-70 at Ex 26 I-81,25.73,https://chart.maryland.gov/Video/GetVideo/f100e6020016001c005afa36c4235c0a,39.61655,-77.7853,IS,,70,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,621011,f100e6020016001c005afa36c4235c0a,1729719295987
540,RWIS US 1 AT BALTIMORE/HARFORD COUNTY LINE,51.53,https://chart.maryland.gov/Video/GetVideo/6300e3d800cf000b0051fa36c4235c0a,39.47516,-76.408195,US,,1,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS US 1 AT BALTIMORE/HARFORD COUNTY LINE,6300e3d800cf000b0051fa36c4235c0a,1729719295987
541,MD 295 AT MD 197,11.4,https://chart.maryland.gov/Video/GetVideo/f1ff17ec018300940059fa36c4235c0a,39.05668,-76.83975,MD,,295,['Wash. DC'],strmr3.sha.maryland.gov,ONLINE,OK,316054,f1ff17ec018300940059fa36c4235c0a,1729719295987
